,Название,Код,Цена,Рейтинг,Срок(месяца),Дата купона,НКД,Величина купона(-13%),Номинал,Выплат в год,Доходность(год),Осталось выплат,Доходность(% в год),Доходность(все время),Ссылка,Статус квал. инвестора
235,ГТЛК 002P выпуск 1,RU000A102VR0,963.0,Средний,143.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.tinkoff.ru/invest/bonds/RU000A102VR0/,Не важен / Неизвестно
236,ГТЛК выпуск 9,RU000A0ZZ1J8,957.8,Средний,107.0,2024-06-28,0.0,15.92,1000.0,4.0,63.68,36.0,6.65,573.0,https://www.tinkoff.ru/invest/bonds/RU000A0ZZ1J8/,Не важен / Неизвестно
237,Охта Групп БО-П03,RU000A1070A3,982.5,Низкий,30.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.tinkoff.ru/invest/bonds/RU000A1070A3/,Не важен / Неизвестно
238,ЛК Эволюция 001P-01,RU000A107GV2,920.64181,Средний,32.0,2024-06-25,2.0,33.23,916.7,4.0,132.92,11.0,14.44,366.0,https://www.tinkoff.ru/invest/bonds/RU000A107GV2/,Не важен / Неизвестно
239,Сбербанк 002СУБ-03R,RU000A103Q24,8130000.0,Средний,91.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.tinkoff.ru/invest/bonds/RU000A103Q24/,Не важен / Неизвестно
240,ЛК РОДЕЛЕН 002P-01,RU000A107076,994.0,Средний,53.0,2024-04-07,10.0,11.22,1000.0,12.0,134.64,53.0,13.55,595.0,https://www.tinkoff.ru/invest/bonds/RU000A107076/,Не важен / Неизвестно
241,Группа Продовольствие 001P-02,RU000A105EP3,959.0,Средний,18.0,2024-04-03,11.0,10.7,1000.0,12.0,128.4,18.0,13.39,193.0,https://www.tinkoff.ru/invest/bonds/RU000A105EP3/,Не важен / Неизвестно
242,Росгеология выпуск 1,RU000A103SV6,965.5,Высокий,5.0,2024-09-26,1.0,38.98,1000.0,2.0,77.96,1.0,8.07,39.0,https://www.tinkoff.ru/invest/bonds/RU000A103SV6/,Не важен / Неизвестно
243,ТД РКС-Сочи 002Р-2,RU000A104KS7,989.0,Средний,10.0,2024-05-21,17.0,32.19,1000.0,4.0,128.76,3.0,13.02,97.0,https://www.tinkoff.ru/invest/bonds/RU000A104KS7/,Не важен / Неизвестно
244,Сибэнергомаш-БКЗ выпуск 1,RU000A104K37,989.3,Средний,10.0,2024-05-16,19.0,32.19,1000.0,4.0,128.76,3.0,13.02,97.0,https://www.tinkoff.ru/invest/bonds/RU000A104K37/,Не важен / Неизвестно
245,Асфальтобетонный завод № 1 выпуск 4,RU000A1065B1,967.6,Средний,24.0,2024-04-23,26.0,29.75,1000.0,4.0,119.0,8.0,12.3,238.0,https://www.tinkoff.ru/invest/bonds/RU000A1065B1/,Не важен / Неизвестно
246,Аэрофьюэлз выпуск 2,RU000A103SZ7,970.6,Средний,5.0,2024-06-27,1.0,21.4,1000.0,4.0,85.6,2.0,8.82,43.0,https://www.tinkoff.ru/invest/bonds/RU000A103SZ7/,Не важен / Неизвестно
247,Интерлизинг выпуск 6,RU000A106SF2,956.2,Высокий,28.0,2024-05-27,13.0,29.23,1000.0,4.0,116.92,9.0,12.23,263.0,https://www.tinkoff.ru/invest/bonds/RU000A106SF2/,Не важен / Неизвестно
248,ГТЛК 002Р-03,RU000A107TT9,1002.4,Высокий,178.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.tinkoff.ru/invest/bonds/RU000A107TT9/,Не важен / Неизвестно
249,ГК ЕКС выпуск 1,RU000A104BU2,978.0,Средний,8.0,2024-06-20,4.0,28.19,1000.0,4.0,112.76,3.0,11.53,85.0,https://www.tinkoff.ru/invest/bonds/RU000A104BU2/,Не важен / Неизвестно
250,Технология БО-01,RU000A107DD7,1025.6,Средний,14.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.tinkoff.ru/invest/bonds/RU000A107DD7/,Не важен / Неизвестно
251,Агротек выпуск 1,RU000A105QZ6,999.3,Низкий,24.0,2024-04-11,37.0,35.76,1000.0,4.0,143.04,8.0,14.31,286.0,https://www.tinkoff.ru/invest/bonds/RU000A105QZ6/,Не важен / Неизвестно
252,МФК Займер выпуск 3,RU000A103QJ5,331.6286,Низкий,5.0,2024-04-08,2.0,2.96,334.0,12.0,35.52,5.0,10.71,15.0,https://www.tinkoff.ru/invest/bonds/RU000A103QJ5/,Не важен / Неизвестно
253,АФК Система выпуск 15,RU000A1023K1,961.3,Высокий,76.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.tinkoff.ru/invest/bonds/RU000A1023K1/,Не важен / Неизвестно
254,Т.Г. Шевченко выпуск 3,RU000A104Z89,864.9,Средний,15.0,2024-04-18,0.0,0.0,1000.0,4.0,0.0,5.0,0.0,0.0,https://www.tinkoff.ru/invest/bonds/RU000A104Z89/,Не важен / Неизвестно
255,Бифорком Тек выпуск 1,RU000A1037L9,989.1,Средний,2.0,2024-06-04,8.0,22.71,1000.0,4.0,90.84,1.0,9.18,23.0,https://www.tinkoff.ru/invest/bonds/RU000A1037L9/,Не важен / Неизвестно
256,ТрансФин-М 001Р выпуск 4,RU000A0ZYEB1,888.4,Средний,42.0,2024-04-18,45.0,43.33,1000.0,2.0,86.66,7.0,9.75,303.0,https://www.tinkoff.ru/invest/bonds/RU000A0ZYEB1/,Не важен / Неизвестно
257,Синара - Транспортные Машины выпуск 1,RU000A1035D0,988.1,Высокий,1.0,2024-05-24,28.0,35.06,1000.0,2.0,70.12,0.0,7.1,0.0,https://www.tinkoff.ru/invest/bonds/RU000A1035D0/,Не важен / Неизвестно
258,О'КЕЙ выпуск 5,RU000A106AH6,920.0,Высокий,109.0,2024-05-27,11.0,25.4,1000.0,4.0,101.6,36.0,11.04,914.0,https://www.tinkoff.ru/invest/bonds/RU000A106AH6/,Не важен / Неизвестно
259,МСБ-Лизинг 002Р-06,RU000A105658,332.246832,Средний,4.0,2024-04-04,3.0,3.39,333.28,12.0,40.68,4.0,12.24,14.0,https://www.tinkoff.ru/invest/bonds/RU000A105658/,Не важен / Неизвестно
260,Азбука Вкуса выпуск 1,RU000A100HE1,988.9,Средний,62.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.tinkoff.ru/invest/bonds/RU000A100HE1/,Не важен / Неизвестно
261,Асфальтобетонный завод № 1 выпуск 3,RU000A105SX7,978.9,Средний,21.0,2024-05-02,23.0,30.88,1000.0,4.0,123.52,7.0,12.62,216.0,https://www.tinkoff.ru/invest/bonds/RU000A105SX7/,Не важен / Неизвестно
262,Моторика БО-01,RU000A1071Q7,996.9,Средний,30.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.tinkoff.ru/invest/bonds/RU000A1071Q7/,Не важен / Неизвестно
263,ИКС 5 ФИНАНС 003P-04,RU000A107WL0,1001.0,Высокий,118.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.tinkoff.ru/invest/bonds/RU000A107WL0/,Не важен / Неизвестно
264,М.Видео выпуск 1,RU000A103117,997.4,Средний,0.0,2024-04-18,50.0,47.68,1000.0,2.0,95.36,0.0,9.56,0.0,https://www.tinkoff.ru/invest/bonds/RU000A103117/,Не важен / Неизвестно
265,АБЗ-1 001Р-05,RU000A1070X5,972.1,Средний,29.0,2024-04-13,8.0,11.4,1000.0,12.0,136.8,29.0,14.07,331.0,https://www.tinkoff.ru/invest/bonds/RU000A1070X5/,Не важен / Неизвестно
266,Транс-Миссия БО-02,RU000A107FG5,1028.2,Низкий,43.0,2024-04-19,7.0,14.44,1000.0,12.0,173.28,43.0,16.85,621.0,https://www.tinkoff.ru/invest/bonds/RU000A107FG5/,Не важен / Неизвестно
267,Банк ВТБ (ПАО) Б-1-351,RU000A107W55,1000.8,Высокий,35.0,2024-05-01,0.0,11.57,1000.0,12.0,138.84,35.0,13.87,405.0,https://www.tinkoff.ru/invest/bonds/RU000A107W55/,Не важен / Неизвестно
268,ГК Пионер-001P выпуск 6,RU000A104735,949.0,Средний,20.0,2024-06-06,8.0,25.4,1000.0,4.0,101.6,7.0,10.71,178.0,https://www.tinkoff.ru/invest/bonds/RU000A104735/,Не важен / Неизвестно
269,ХКФ Банк выпуск 7,RU000A102RF3,1001.0,Средний,22.0,2024-05-10,24.0,35.76,1000.0,4.0,143.04,7.0,14.29,250.0,https://www.tinkoff.ru/invest/bonds/RU000A102RF3/,Не важен / Неизвестно
270,СУЭК-Финанс выпуск 6,RU000A102986,993.1,Средний,78.0,2024-04-18,30.0,29.06,1000.0,2.0,58.12,13.0,5.85,378.0,https://www.tinkoff.ru/invest/bonds/RU000A102986/,Не важен / Неизвестно
271,Эталон-Финанс выпуск 3,RU000A103QH9,911.4,Высокий,29.0,2024-06-18,3.0,19.66,1000.0,4.0,78.64,10.0,8.63,197.0,https://www.tinkoff.ru/invest/bonds/RU000A103QH9/,Не важен / Неизвестно
272,РЕСО-Лизинг БО-П выпуск 11,RU000A103C53,981.7,Средний,86.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.tinkoff.ru/invest/bonds/RU000A103C53/,Не важен / Неизвестно
273,ФЭС-Агро выпуск 1,RU000A106P63,963.0,Средний,28.0,2024-05-09,20.0,29.58,1000.0,4.0,118.32,9.0,12.29,266.0,https://www.tinkoff.ru/invest/bonds/RU000A106P63/,Не важен / Неизвестно
274,ГТЛК выпуск 15,RU000A100Z91,368.36,Средний,18.0,2024-04-23,5.0,6.61,400.0,4.0,26.44,6.0,7.18,40.0,https://www.tinkoff.ru/invest/bonds/RU000A100Z91/,Не важен / Неизвестно
275,ГК Самолет выпуск 10,RU000A103L03,974.2,Высокий,4.0,2024-05-22,10.0,19.84,1000.0,4.0,79.36,1.0,8.15,20.0,https://www.tinkoff.ru/invest/bonds/RU000A103L03/,Не важен / Неизвестно
276,Лайфстрим БО-П02,RU000A1068S9,928.0,Средний,49.0,2024-05-16,17.0,29.23,1000.0,4.0,116.92,16.0,12.6,468.0,https://www.tinkoff.ru/invest/bonds/RU000A1068S9/,Не важен / Неизвестно
277,ЭР-Телеком Холдинг,RU000A1058K7,974.5,Высокий,8.0,2024-06-25,2.0,26.62,1000.0,4.0,106.48,3.0,10.93,80.0,https://www.tinkoff.ru/invest/bonds/RU000A1058K7/,Не важен / Неизвестно
278,Глобал Факторинг Нетворк Рус,RU000A105JN7,866.544,Средний,19.0,2024-04-24,3.0,12.01,840.0,12.0,144.12,19.0,16.63,228.0,https://www.tinkoff.ru/invest/bonds/RU000A105JN7/,Не важен / Неизвестно
279,Гарант-Инвест 2Р выпуск 5,RU000A105GV6,980.6,Средний,19.0,2024-05-21,17.0,31.93,1000.0,4.0,127.72,6.0,13.02,192.0,https://www.tinkoff.ru/invest/bonds/RU000A105GV6/,Не важен / Неизвестно
280,Банк ВТБ (ПАО) Б-1-346,RU000A107B35,997.9,Высокий,31.0,2024-05-01,0.0,11.4,1000.0,12.0,136.8,31.0,13.71,353.0,https://www.tinkoff.ru/invest/bonds/RU000A107B35/,Не важен / Неизвестно
281,АФК Система выпуск 13,RU000A101Q26,986.2,Высокий,73.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.tinkoff.ru/invest/bonds/RU000A101Q26/,Не важен / Неизвестно
282,Инкаб выпуск 1,RU000A1049M2,982.7,Средний,8.0,2024-06-26,2.0,29.23,1000.0,4.0,116.92,3.0,11.9,88.0,https://www.tinkoff.ru/invest/bonds/RU000A1049M2/,Не важен / Неизвестно
283,Ренессанс Кредит выпуск 4,RU000A102H83,929.6,Средний,20.0,2024-06-15,34.0,50.11,1000.0,2.0,100.22,3.0,10.78,150.0,https://www.tinkoff.ru/invest/bonds/RU000A102H83/,Не важен / Неизвестно
284,ФЭС-Агро выпуск 1,RU000A106P63,963.0,Средний,28.0,2024-05-09,20.0,29.58,1000.0,4.0,118.32,9.0,12.29,266.0,https://www.tinkoff.ru/invest/bonds/RU000A106P63/,Не важен / Неизвестно
285,Нафтатранс Плюс выпуск 2,RU000A100YD8,2640.6308,Средний,5.0,2024-04-29,3.0,28.54,2663.0,12.0,342.48,5.0,12.97,143.0,https://www.tinkoff.ru/invest/bonds/RU000A100YD8/,Не важен / Неизвестно
286,Новотранс выпуск 1,RU000A1014S3,364.3875,Высокий,7.0,2024-05-29,3.0,7.05,375.0,4.0,28.2,2.0,7.74,14.0,https://www.tinkoff.ru/invest/bonds/RU000A1014S3/,Не важен / Неизвестно
287,Кармани выпуск 1,RU000A103R98,493.65,Низкий,5.0,2024-04-10,3.0,4.52,500.0,12.0,54.24,5.0,10.99,23.0,https://www.tinkoff.ru/invest/bonds/RU000A103R98/,Не важен / Неизвестно
288,Ренессанс Кредит выпуск 6,RU000A102RN7,872.0,Средний,22.0,2024-08-17,10.0,35.32,1000.0,2.0,70.64,4.0,8.1,141.0,https://www.tinkoff.ru/invest/bonds/RU000A102RN7/,Не важен / Неизвестно
289,ПРОМОМЕД ДМ выпуск 2,RU000A103G91,979.2,Средний,3.0,2024-07-26,17.0,40.98,1000.0,2.0,81.96,0.0,8.37,0.0,https://www.tinkoff.ru/invest/bonds/RU000A103G91/,Не важен / Неизвестно
290,Газпром Капитал ЗО24-1-Ф,RU000A1059A6,116515.086948,Высокий,0.0,2024-04-06,2423.0,2156.47,116649.0,2.0,4312.94,0.0,3.7,0.0,https://www.tinkoff.ru/invest/bonds/RU000A1059A6/,Не важен / Неизвестно
291,ВТБ Б-1-343,RU000A106TM6,1000.0,Высокий,28.0,2024-05-01,0.0,11.4,1000.0,12.0,136.8,28.0,13.68,319.0,https://www.tinkoff.ru/invest/bonds/RU000A106TM6/,Не важен / Неизвестно
292,Новые Технологии БО-03,RU000A1082W2,1001.0,Средний,35.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.tinkoff.ru/invest/bonds/RU000A1082W2/,Не важен / Неизвестно
293,Светофор Групп выпуск 2,RU000A1020W2,676.13,Средний,16.0,2024-05-09,12.0,18.18,700.0,4.0,72.72,5.0,10.76,91.0,https://www.tinkoff.ru/invest/bonds/RU000A1020W2/,Не важен / Неизвестно
294,РЕСО-Лизинг БО-П выпуск 7,RU000A100XU4,962.9,Средний,6.0,2024-04-12,40.0,37.5,1000.0,2.0,75.0,1.0,7.79,38.0,https://www.tinkoff.ru/invest/bonds/RU000A100XU4/,Не важен / Неизвестно
295,Сэтл Групп 002Р-03,RU000A1084B2,995.8,Средний,35.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.tinkoff.ru/invest/bonds/RU000A1084B2/,Не важен / Неизвестно
296,НЗРМ БО-01,RU000A104EP6,1000.0,Высокий,32.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.tinkoff.ru/invest/bonds/RU000A104EP6/,Не важен / Неизвестно
297,Гидромашсервис БО выпуск 3,RU000A1026H0,983.0,Высокий,77.0,2024-09-27,1.0,54.2,1000.0,2.0,108.4,13.0,11.03,705.0,https://www.tinkoff.ru/invest/bonds/RU000A1026H0/,Не важен / Неизвестно
298,Нафтатранс Плюс выпуск 5,RU000A106Y21,1029.0,Средний,29.0,2024-04-23,4.0,13.57,1000.0,12.0,162.84,29.0,15.83,394.0,https://www.tinkoff.ru/invest/bonds/RU000A106Y21/,Не важен / Неизвестно
299,Брусника выпуск 2Р-1,RU000A1048A9,969.6,Средний,14.0,2024-06-11,6.0,25.66,1000.0,4.0,102.64,5.0,10.59,128.0,https://www.tinkoff.ru/invest/bonds/RU000A1048A9/,Не важен / Неизвестно
300,Республика Беларусь выпуск 7,RU000A100D89,925.9,Средний,12.0,2024-05-02,35.0,36.8,1000.0,2.0,73.6,2.0,7.95,74.0,https://www.tinkoff.ru/invest/bonds/RU000A100D89/,Не важен / Неизвестно
301,Т.Г. Шевченко выпуск 4,RU000A104ZU1,740.0,Средний,27.0,2024-04-25,0.0,0.0,1000.0,4.0,0.0,9.0,0.0,0.0,https://www.tinkoff.ru/invest/bonds/RU000A104ZU1/,Не важен / Неизвестно
302,ЯТЭК выпуск 2,RU000A102ZH2,767.44,Высокий,12.0,2024-04-08,35.0,31.32,800.0,2.0,62.64,2.0,8.16,63.0,https://www.tinkoff.ru/invest/bonds/RU000A102ZH2/,Не важен / Неизвестно
303,Домодедово Фьюэл Фасилитис,RU000A105MP6,950.0,Средний,20.0,2024-06-18,36.0,55.51,1000.0,2.0,111.02,3.0,11.69,167.0,https://www.tinkoff.ru/invest/bonds/RU000A105MP6/,Не важен / Неизвестно
304,ПЮДМ БО-П2,RU000A1020K7,9629.0,Низкий,15.0,2024-04-22,36.0,92.92,10000.0,12.0,1115.04,15.0,11.58,1394.0,https://www.tinkoff.ru/invest/bonds/RU000A1020K7/,Не важен / Неизвестно
305,ВИС Финанс выпуск 4,RU000A106EZ0,941.0,Высокий,28.0,2024-05-22,14.0,27.93,1000.0,4.0,111.72,9.0,11.87,251.0,https://www.tinkoff.ru/invest/bonds/RU000A106EZ0/,Не важен / Неизвестно
306,Лизинг-Трейд выпуск 4,RU000A104XE0,1001.8,Низкий,38.0,2024-04-25,3.0,12.79,1000.0,12.0,153.48,38.0,15.32,486.0,https://www.tinkoff.ru/invest/bonds/RU000A104XE0/,Не важен / Неизвестно
307,Эталон выпуск 002Р-01,RU000A105VU7,964.8,Высокий,166.0,2024-05-22,15.0,29.67,1000.0,4.0,118.68,55.0,12.3,1632.0,https://www.tinkoff.ru/invest/bonds/RU000A105VU7/,Не важен / Неизвестно
308,ГТЛК выпуск 17,RU000A101QL5,848.0,Средний,133.0,2024-05-27,7.0,16.09,1000.0,4.0,64.36,44.0,7.59,708.0,https://www.tinkoff.ru/invest/bonds/RU000A101QL5/,Не важен / Неизвестно
309,Вита Лайн 001Р выпуск 1,RU000A102200,977.8,Средний,4.0,2024-05-20,11.0,21.66,1000.0,4.0,86.64,1.0,8.86,22.0,https://www.tinkoff.ru/invest/bonds/RU000A102200/,Не важен / Неизвестно
310,Газпром Капитал БЗО26-1-Д,RU000A105QW3,75741.50549,Высокий,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.tinkoff.ru/invest/bonds/RU000A105QW3/,Не важен / Неизвестно
311,СГ-транс выпуск 1,RU000A103YP6,967.8,Высокий,30.0,2024-04-29,17.0,21.4,1000.0,4.0,85.6,10.0,8.84,214.0,https://www.tinkoff.ru/invest/bonds/RU000A103YP6/,Не важен / Неизвестно
312,ГТЛК БО-08,RU000A0JWST1,934.0,Средний,28.0,2024-09-03,6.0,35.58,1000.0,2.0,71.16,5.0,7.62,178.0,https://www.tinkoff.ru/invest/bonds/RU000A0JWST1/,Не важен / Неизвестно
313,ЭнергоТехСервис выпуск 4,RU000A103828,506.3085,Высокий,14.0,2024-06-06,3.0,11.4,531.0,4.0,45.6,5.0,9.01,57.0,https://www.tinkoff.ru/invest/bonds/RU000A103828/,Не важен / Неизвестно
314,АФК Система выпуск 10,RU000A1008J4,920.4,Высокий,59.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.tinkoff.ru/invest/bonds/RU000A1008J4/,Не важен / Неизвестно
315,АФК Система выпуск 17,RU000A102FT9,901.8,Высокий,79.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.tinkoff.ru/invest/bonds/RU000A102FT9/,Не важен / Неизвестно
316,ЕвроТранс 002Р-01,RU000A1082G5,1001.5,Средний,82.0,2024-04-18,6.0,12.09,1000.0,12.0,145.08,82.0,14.49,991.0,https://www.tinkoff.ru/invest/bonds/RU000A1082G5/,Не важен / Неизвестно
317,Феррони БО-01,RU000A1053R3,1049.9,Низкий,16.0,2024-04-09,12.0,14.27,1000.0,12.0,171.24,16.0,16.31,228.0,https://www.tinkoff.ru/invest/bonds/RU000A1053R3/,Не важен / Неизвестно
318,Патриот Групп выпуск 1,RU000A105AX5,1002.9,Средний,18.0,2024-04-16,33.0,34.63,1000.0,4.0,138.52,6.0,13.81,208.0,https://www.tinkoff.ru/invest/bonds/RU000A105AX5/,Не важен / Неизвестно
319,ЛСР выпуск 5,RU000A100ZL8,384.4,Высокий,6.0,2024-04-25,6.0,7.22,400.0,4.0,28.88,2.0,7.51,14.0,https://www.tinkoff.ru/invest/bonds/RU000A100ZL8/,Не важен / Неизвестно
320,БЭЛТИ-ГРАНД БО-П06,RU000A1076A0,999.9,Низкий,54.0,2024-04-06,12.0,12.09,1000.0,12.0,145.08,54.0,14.51,653.0,https://www.tinkoff.ru/invest/bonds/RU000A1076A0/,Не важен / Неизвестно
321,АФК Система выпуск 7,RU000A0ZYQY7,894.9,Высокий,45.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.tinkoff.ru/invest/bonds/RU000A0ZYQY7/,Не важен / Неизвестно
322,Биннофарм Групп выпуск 2,RU000A104Z71,984.7,Высокий,159.0,2024-04-18,21.0,21.75,1000.0,4.0,87.0,53.0,8.84,1153.0,https://www.tinkoff.ru/invest/bonds/RU000A104Z71/,Не важен / Неизвестно
323,КАМАЗ,RU000A104ZC9,985.9,Высокий,15.0,2024-04-19,21.0,23.4,1000.0,4.0,93.6,5.0,9.49,117.0,https://www.tinkoff.ru/invest/bonds/RU000A104ZC9/,Не важен / Неизвестно
324,Атомстройкомплекс выпуск 1,RU000A100VS2,970.8,Средний,5.0,2024-09-24,1.0,41.15,1000.0,2.0,82.3,1.0,8.48,41.0,https://www.tinkoff.ru/invest/bonds/RU000A100VS2/,Не важен / Неизвестно
325,ГК Самолет выпуск 6,RU000A100QA0,985.0,Средний,63.0,2024-05-08,17.0,24.36,1000.0,4.0,97.44,21.0,9.89,512.0,https://www.tinkoff.ru/invest/bonds/RU000A100QA0/,Не важен / Неизвестно
326,ПИК-Корпорация выпуск 2,RU000A1016Z3,484.4,Высокий,8.0,2024-06-12,2.0,8.87,500.0,4.0,35.48,3.0,7.32,27.0,https://www.tinkoff.ru/invest/bonds/RU000A1016Z3/,Не важен / Неизвестно
327,Элемент Лизинг 001P-07,RU000A1080N5,1002.2,Высокий,23.0,2024-04-12,8.0,11.22,1000.0,12.0,134.64,23.0,13.43,258.0,https://www.tinkoff.ru/invest/bonds/RU000A1080N5/,Не важен / Неизвестно
328,Биннофарм Групп выпуск 1,RU000A1043Z7,989.7,Высокий,151.0,2024-05-22,15.0,29.58,1000.0,4.0,118.32,50.0,11.96,1479.0,https://www.tinkoff.ru/invest/bonds/RU000A1043Z7/,Не важен / Неизвестно
329,О`КЕЙ 001P-06,RU000A1084E6,1000.0,Средний,119.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.tinkoff.ru/invest/bonds/RU000A1084E6/,Не важен / Неизвестно
330,Элемент Лизинг 001P выпуск 6,RU000A1071U9,861.5,Средний,30.0,2024-04-15,6.0,9.48,861.5,12.0,113.76,30.0,13.2,284.0,https://www.tinkoff.ru/invest/bonds/RU000A1071U9/,Не важен / Неизвестно
331,НПФ МИКРАН выпуск 1,RU000A106F08,941.0,Средний,26.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.tinkoff.ru/invest/bonds/RU000A106F08/,Не важен / Неизвестно
332,ЛСР выпуск 7,RU000A103PX8,901.8,Высокий,29.0,2024-06-14,4.0,18.7,1000.0,4.0,74.8,10.0,8.29,187.0,https://www.tinkoff.ru/invest/bonds/RU000A103PX8/,Не важен / Неизвестно
333,Альфа-Банк 002Р-18,RU000A105HJ9,958.9,Высокий,7.0,2024-05-30,31.0,40.28,1000.0,2.0,80.56,1.0,8.4,40.0,https://www.tinkoff.ru/invest/bonds/RU000A105HJ9/,Не важен / Неизвестно
334,Джи-групп выпуск 2,RU000A103JR3,296.49,Средний,4.0,2024-05-13,4.0,6.87,300.0,4.0,27.48,1.0,9.27,7.0,https://www.tinkoff.ru/invest/bonds/RU000A103JR3/,Не важен / Неизвестно
335,ХКФ Банк выпуск 4,RU000A103760,861.2,Средний,25.0,2024-06-03,6.0,17.31,1000.0,4.0,69.24,8.0,8.04,138.0,https://www.tinkoff.ru/invest/bonds/RU000A103760/,Не важен / Неизвестно
336,Синара - Транспортные Машины выпуск 2,RU000A103G00,863.4,Высокий,27.0,2024-07-24,16.0,37.67,1000.0,2.0,75.34,4.0,8.73,151.0,https://www.tinkoff.ru/invest/bonds/RU000A103G00/,Не важен / Неизвестно
337,АФК Система выпуск 24,RU000A105L27,917.0,Высокий,103.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.tinkoff.ru/invest/bonds/RU000A105L27/,Не важен / Неизвестно
338,ПЗ Пушкинское 001P-02,RU000A107LU4,1001.7,Низкий,57.0,2024-04-23,36.0,41.15,1000.0,4.0,164.6,19.0,16.43,782.0,https://www.tinkoff.ru/invest/bonds/RU000A107LU4/,Не важен / Неизвестно
339,ЛСР выпуск 4,RU000A100WA8,386.8,Высокий,5.0,2024-06-28,0.0,7.31,400.0,4.0,29.24,2.0,7.56,15.0,https://www.tinkoff.ru/invest/bonds/RU000A100WA8/,Не важен / Неизвестно
340,HENDERSON выпуск 1,RU000A103Q08,582.6,Высокий,11.0,2024-06-25,1.0,13.66,600.0,4.0,54.64,4.0,9.38,55.0,https://www.tinkoff.ru/invest/bonds/RU000A103Q08/,Не важен / Неизвестно
341,АФК Система выпуск 19,RU000A102SX4,929.5,Высокий,82.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.tinkoff.ru/invest/bonds/RU000A102SX4/,Не важен / Неизвестно
342,ГТЛК выпуск 10,RU000A0ZZ984,975.6,Высокий,109.0,2024-05-31,11.0,28.88,1000.0,4.0,115.52,36.0,11.84,1040.0,https://www.tinkoff.ru/invest/bonds/RU000A0ZZ984/,Не важен / Неизвестно
343,Интерлизинг выпуск 7,RU000A1077X0,1007.7,Высокий,30.0,2024-04-14,7.0,11.4,1000.0,12.0,136.8,30.0,13.58,342.0,https://www.tinkoff.ru/invest/bonds/RU000A1077X0/,Не важен / Неизвестно
344,Ульяновская область,RU000A101U61,869.4,Средний,38.0,2024-06-28,17.0,28.62,1000.0,2.0,57.24,6.0,6.58,172.0,https://www.tinkoff.ru/invest/bonds/RU000A101U61/,Не важен / Неизвестно
345,ВИС Финанс выпуск 3,RU000A1060Y4,954.0,Высокий,23.0,2024-06-18,5.0,27.93,1000.0,4.0,111.72,8.0,11.71,223.0,https://www.tinkoff.ru/invest/bonds/RU000A1060Y4/,Не важен / Неизвестно
346,ЭР-Телеком Холдинг выпуск 3,RU000A106JV8,957.3,Высокий,15.0,2024-04-11,27.0,26.01,1000.0,4.0,104.04,5.0,10.87,130.0,https://www.tinkoff.ru/invest/bonds/RU000A106JV8/,Не важен / Неизвестно
347,ГТЛК выпуск 6,RU000A0JVWJ6,946.0,Средний,18.0,2024-04-22,22.0,25.23,1000.0,4.0,100.92,6.0,10.67,151.0,https://www.tinkoff.ru/invest/bonds/RU000A0JVWJ6/,Не важен / Неизвестно
348,ГТЛК выпуск 4,RU000A0JXPG2,942.9,Высокий,96.0,2024-04-16,26.0,26.71,1000.0,4.0,106.84,32.0,11.33,855.0,https://www.tinkoff.ru/invest/bonds/RU000A0JXPG2/,Не важен / Неизвестно
349,О'КЕЙ выпуск 3,RU000A1014B9,363.9,Высокий,7.0,2024-05-28,2.0,6.35,375.0,4.0,25.4,2.0,6.98,13.0,https://www.tinkoff.ru/invest/bonds/RU000A1014B9/,Не важен / Неизвестно
350,СДЭК-Глобал выпуск 1,RU000A102SM7,909.8,Средний,34.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.tinkoff.ru/invest/bonds/RU000A102SM7/,Не важен / Неизвестно
